Suburb,Suburb Latitude,Suburb Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
['WEIR VIEWS'],-37.72870467,144.56833669999997,Woolworths Opalia,-37.7223,144.57045,Supermarket
['WEIR VIEWS'],-37.72870467,144.56833669999997,Opalia Plaza,-37.721943,144.5715,Toll Plaza
"['BROOKFIELD', 'EXFORD', 'EYNESBURY', 'MELTON SOUTH']",-37.705529,144.571033,Coles Express,-37.70090362534211,144.572331905365,Convenience Store
"['BROOKFIELD', 'EXFORD', 'EYNESBURY', 'MELTON SOUTH']",-37.705529,144.571033,TJs Fish & Chips,-37.704764,144.57455199,Fast Food Restaurant
"['BROOKFIELD', 'EXFORD', 'EYNESBURY', 'MELTON SOUTH']",-37.705529,144.571033,Coles,-37.70211872679667,144.57437051384497,Supermarket
"['BROOKFIELD', 'EXFORD', 'EYNESBURY', 'MELTON SOUTH']",-37.705529,144.571033,Ruby's Pizza,-37.70226445928454,144.57411500505125,Pizza Place
['COBBLEBANK'],-37.70732038,144.6008548,Cobblebank Station,-37.712475,144.60411,Train Station
['COBBLEBANK'],-37.70732038,144.6008548,Urban35,-37.713317,144.599808,Café
['COBBLEBANK'],-37.70732038,144.6008548,Abey,-37.7053752332979,144.59261476993558,Home Service
['COBBLEBANK'],-37.70732038,144.6008548,Quality Hotel Tabcorp Park,-37.69859737584445,144.59994412953165,Hotel
['GRANGEFIELDS'],-37.706900299999994,144.6393305,Reading Cinema,-37.712017,144.634172,Movie Theater
['GRANGEFIELDS'],-37.706900299999994,144.6393305,Rockbank Nursery,-37.7135050208865,144.63719304989044,Flower Shop
['GRANGEFIELDS'],-37.706900299999994,144.6393305,Go West,-37.709153,144.647731,Café
['GRANGEFIELDS'],-37.706900299999994,144.6393305,McDonald's,-37.70665155480706,144.62911677603796,Fast Food Restaurant
"['CHARTWELL', 'COCOROC', 'DERRIMUT', 'POINT COOK', 'QUANDONG', 'WERRIBEE', 'WERRIBEE SOUTH']",-37.91624,144.64209,7 Eleven,-37.92045,144.634701,Convenience Store
"['CHARTWELL', 'COCOROC', 'DERRIMUT', 'POINT COOK', 'QUANDONG', 'WERRIBEE', 'WERRIBEE SOUTH']",-37.91624,144.64209,Riverwalk Village,-37.918152,144.643094,Playground
"['CHARTWELL', 'COCOROC', 'DERRIMUT', 'POINT COOK', 'QUANDONG', 'WERRIBEE', 'WERRIBEE SOUTH']",-37.91624,144.64209,Ants Bum Palace,-37.912268,144.636276,Adult Boutique
['AINTREE'],-37.719,144.6684,Frontier Park,-37.72137,144.66312,Playground
['AINTREE'],-37.719,144.6684,"Carlisle Homes - Woodlea DV2 Estate, Aintree",-37.71336228567622,144.67238903045654,Furniture / Home Store
['AINTREE'],-37.719,144.6684,Woodlea Playground,-37.71885341524939,144.65844154357907,Playground
['BONNIE BROOK'],-37.69608887,144.6698898,Laverton Market,-37.69679260253906,144.6585693359375,Shop & Service
['DEANSIDE'],-37.7332,144.7041,Another Grove,-37.73393283169538,144.71431732177734,BBQ Joint
"['HOPPERS CROSSING', 'TARNEIT', 'TRUGANINA']",-37.837165,144.70583100000002,dairy park,-37.84329605102539,144.70419311523438,Playground
"['HOPPERS CROSSING', 'TARNEIT', 'TRUGANINA']",-37.837165,144.70583100000002,Grampians View Bed and Breakfast,-37.839171502663646,144.7146986961804,Bed & Breakfast
"['SUNBURY', 'WILDWOOD']",-37.56762,144.728973,Anytime Fitness,-37.57603073120117,144.72793579101562,Gym / Fitness Center
"['SUNBURY', 'WILDWOOD']",-37.56762,144.728973,Milk Bar,-37.566243,144.728288,Food & Drink Shop
"['SUNBURY', 'WILDWOOD']",-37.56762,144.728973,Glass Fence Constructions,-37.566702671282684,144.7262814637361,Home Service
"['SUNBURY', 'WILDWOOD']",-37.56762,144.728973,The Gatehouse at Sunbury,-37.56508033455026,144.73081779575836,Diner
"['SUNBURY', 'WILDWOOD']",-37.56762,144.728973,Sunbury Bowlling Club,-37.572275,144.723169,Australian Restaurant
"['SUNBURY', 'WILDWOOD']",-37.56762,144.728973,Sunbury Bowling Club,-37.57262705182908,144.72357630729675,Restaurant
"['SUNBURY', 'WILDWOOD']",-37.56762,144.728973,Clarke Oval,-37.57144199686217,144.722039306324,Playground
"['SUNBURY', 'WILDWOOD']",-37.56762,144.728973,Gabs Partay Haus,-37.56195,144.73452,Gay Bar
"['SUNBURY', 'WILDWOOD']",-37.56762,144.728973,McDonald's,-37.576586685187095,144.72858490595968,Fast Food Restaurant
"['SUNBURY', 'WILDWOOD']",-37.56762,144.728973,Strathearn Glen Corner Store,-37.565289,144.718916,Food & Drink Shop
"['SUNBURY', 'WILDWOOD']",-37.56762,144.728973,Sunbury Lions Football Social Club,-37.57395330857405,144.72096686090313,Football Stadium
['WILLIAMS LANDING'],-37.86199812,144.7430155,Woolworths,-37.86771812286645,144.74322295734402,Supermarket
['WILLIAMS LANDING'],-37.86199812,144.7430155,Williams Landing Shopping Centre,-37.86748942028114,144.74349083024248,Shopping Mall
['WILLIAMS LANDING'],-37.86199812,144.7430155,Mun Korean Kitchen,-37.866707,144.742582,Korean Restaurant
['WILLIAMS LANDING'],-37.86199812,144.7430155,the jolly miller cafe,-37.867519,144.743503,Bakery
['WILLIAMS LANDING'],-37.86199812,144.7430155,Williams Landing Station,-37.870013100072505,144.7467047459098,Train Station
['WILLIAMS LANDING'],-37.86199812,144.7430155,DJ KARAN,-37.8620866,144.75233070000002,Music Venue
['WILLIAMS LANDING'],-37.86199812,144.7430155,Liquorland,-37.854267432435456,144.7437700501343,Liquor Store
['WILLIAMS LANDING'],-37.86199812,144.7430155,Metricon Homes Williams Landing Display Centre,-37.85416946604394,144.74703122735082,Furniture / Home Store
"['LAVERTON RAAF', 'WILLIAMS RAAF']",-37.932419,144.754147,RAAF Museum,-37.93024032985379,144.74870477611375,History Museum
"['LAVERTON RAAF', 'WILLIAMS RAAF']",-37.932419,144.754147,Point Cook Airport RAAF,-37.93016206454923,144.74850630862537,Airport Terminal
"['LAVERTON RAAF', 'WILLIAMS RAAF']",-37.932419,144.754147,Go Training Pty Ltd,-37.9287835687609,144.74450826644897,Construction & Landscaping
['BURNSIDE HEIGHTS'],-37.73218752,144.755657,WestWaters Hotel & Entertainment Complex,-37.73235734579629,144.74527996112522,Hotel
['BURNSIDE HEIGHTS'],-37.73218752,144.755657,Tenterfield Reserve,-37.72747144959945,144.75858047587235,Park
['BURNSIDE HEIGHTS'],-37.73218752,144.755657,ADG Hair Extensions Land,-37.72857010460267,144.7465682029724,Business Service
['BURNSIDE HEIGHTS'],-37.73218752,144.755657,Bus Stop 46035,-37.724155,144.760052,Bus Stop
['MELBOURNE'],-38.365017,144.76592,Blairgowrie Yacht Squadron,-38.358890443226215,144.7730384175583,Harbor / Marina
['MELBOURNE'],-38.365017,144.76592,Blairgowrie Pier,-38.358598550298005,144.7729696711864,Harbor / Marina
['MELBOURNE'],-38.365017,144.76592,Boathouse Resort,-38.36035,144.77535,Hotel
['MELBOURNE'],-38.365017,144.76592,Bridgewater Bay,-38.37389166288796,144.7669980126413,Beach
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Max Brenner Chocolate Bar,-37.69966783434335,144.77528873308574,Café
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Woolworths,-37.69971332628665,144.77577209472656,Supermarket
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Nando's,-37.70158462202966,144.77635889960325,Portuguese Restaurant
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Hog's Breath Cafe,-37.69984057230446,144.77519559079528,Steakhouse
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Anytime Fitness,-37.69526,144.76758,Gym / Fitness Center
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Watergardens Shopping Centre,-37.69920561923451,144.77611601036955,Shopping Mall
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Chemist Warehouse,-37.697177,144.775789,Pharmacy
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Boost Juice,-37.6995018351003,144.77588218085438,Juice Bar
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,The Good Guys,-37.695859,144.771488,Electronics Store
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Grill'd,-37.69959225397853,144.77552897105295,Burger Joint
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Cafe Greco,-37.69944369944633,144.77529888463937,Greek Restaurant
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Goodlife Health Clubs,-37.700521450729624,144.77462787665962,Gym
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Woolworths,-37.701582,144.77606,Supermarket
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,The Coffee Club,-37.69889055307975,144.77779677044245,Café
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,San Churro Chocolateria,-37.69941726545617,144.77579326402045,Café
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Watergardens Town Centre,-37.69967937051728,144.77594375610352,Shopping Mall
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Red Rooster,-37.696000366674966,144.77341968006942,Fast Food Restaurant
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,KFC,-37.69929293980741,144.775947613213,Fast Food Restaurant
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Chilli Padi,-37.699440188076146,144.77464044969264,Asian Restaurant
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,McDonald's,-37.69917858982223,144.77606477797107,Fast Food Restaurant
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Hoyts,-37.69882054133141,144.77506614490676,Movie Theater
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Big W,-37.701105499439635,144.77572917938232,Department Store
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Overton Lea Park,-37.70355022804712,144.76328372955322,Park
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Cagney's Pizza & Pasta,-37.69559325359097,144.76562453841265,Pizza Place
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Fernwood Fitness,-37.69543,144.767031,Gym
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Coles,-37.70015877578307,144.77610322033246,Supermarket
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Petbarn,-37.697047657003274,144.77207362669094,Pet Store
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Toyworld,-37.69715627880463,144.77282480106047,Toy / Game Store
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,JB Hi-Fi,-37.699167416478566,144.77753052684912,Electronics Store
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Officeworks,-37.69514321802672,144.77574070990178,Paper / Office Supplies Store
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Target,-37.6981513447982,144.77538585662842,Big Box Store
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,The Reject Shop,-37.701600867588,144.775933069311,Discount Store
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Ba'get,-37.69913517202933,144.7761085861004,Vietnamese Restaurant
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Gloria Jean's Coffees,-37.701502,144.776232,Coffee Shop
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Lombard - The Paper People,-37.69501184636615,144.7751695819975,Arts & Crafts Store
"['KEILOR DOWNS', 'KEILOR LODGE', 'TAYLORS LAKES', 'WATERGARDENS']",-37.700454,144.766873,Pet Stock Animal Supplies,-37.695188685827496,144.77556862220138,Pet Store
"['BURNSIDE', 'CAIRNLEA', 'CAROLINE SPRINGS', 'DEER PARK', 'DEER PARK NORTH', 'RAVENHALL']",-37.78272,144.77064099999998,Nando's,-37.783239675890954,144.77154657915156,Portuguese Restaurant
"['BURNSIDE', 'CAIRNLEA', 'CAROLINE SPRINGS', 'DEER PARK', 'DEER PARK NORTH', 'RAVENHALL']",-37.78272,144.77064099999998,Chemist Warehouse,-37.78368604961015,144.7716736793518,Pharmacy
"['BURNSIDE', 'CAIRNLEA', 'CAROLINE SPRINGS', 'DEER PARK', 'DEER PARK NORTH', 'RAVENHALL']",-37.78272,144.77064099999998,McDonald's,-37.78318610702114,144.7723810810061,Fast Food Restaurant
"['BURNSIDE', 'CAIRNLEA', 'CAROLINE SPRINGS', 'DEER PARK', 'DEER PARK NORTH', 'RAVENHALL']",-37.78272,144.77064099999998,Rustique co.,-37.78177178878326,144.77357061663514,Pizza Place
"['BURNSIDE', 'CAIRNLEA', 'CAROLINE SPRINGS', 'DEER PARK', 'DEER PARK NORTH', 'RAVENHALL']",-37.78272,144.77064099999998,Subway,-37.7832121878689,144.77293895801466,Sandwich Place
"['BURNSIDE', 'CAIRNLEA', 'CAROLINE SPRINGS', 'DEER PARK', 'DEER PARK NORTH', 'RAVENHALL']",-37.78272,144.77064099999998,Coles,-37.783627545163604,144.77163579416123,Supermarket
"['BURNSIDE', 'CAIRNLEA', 'CAROLINE SPRINGS', 'DEER PARK', 'DEER PARK NORTH', 'RAVENHALL']",-37.78272,144.77064099999998,Noodle And Sushi Bar,-37.783355872081984,144.77145659569575,Chinese Restaurant
"['BURNSIDE', 'CAIRNLEA', 'CAROLINE SPRINGS', 'DEER PARK', 'DEER PARK NORTH', 'RAVENHALL']",-37.78272,144.77064099999998,Captain Hook's Fish & Chippery,-37.78342637011426,144.77383017539978,Fish & Chips Shop
"['BURNSIDE', 'CAIRNLEA', 'CAROLINE SPRINGS', 'DEER PARK', 'DEER PARK NORTH', 'RAVENHALL']",-37.78272,144.77064099999998,Carja Yoga,-37.78375706384402,144.77370142936704,Yoga Studio
"['BURNSIDE', 'CAIRNLEA', 'CAROLINE SPRINGS', 'DEER PARK', 'DEER PARK NORTH', 'RAVENHALL']",-37.78272,144.77064099999998,Park,-37.780672251699116,144.76844662341867,Park
"['BURNSIDE', 'CAIRNLEA', 'CAROLINE SPRINGS', 'DEER PARK', 'DEER PARK NORTH', 'RAVENHALL']",-37.78272,144.77064099999998,Derrimut 24/7,-37.78353409994834,144.7748682930383,Gym / Fitness Center
"['BURNSIDE', 'CAIRNLEA', 'CAROLINE SPRINGS', 'DEER PARK', 'DEER PARK NORTH', 'RAVENHALL']",-37.78272,144.77064099999998,Deer Park Station,-37.777746418181884,144.77210581973856,Train Station
['LAVERTON NORTH'],-37.829923,144.774986,ShredLock Australia Pty Ltd,-37.82546348088739,144.7703218460083,Business Service
['LAVERTON NORTH'],-37.829923,144.774986,PODS,-37.83056920275273,144.78270828723907,Factory
['LAVERTON NORTH'],-37.829923,144.774986,Cafe,-37.822897,144.771522,Café
['LAVERTON NORTH'],-37.829923,144.774986,Bus Stop 44447,-37.8233757019043,144.78030395507812,Bus Stop
"['ALTONA MEADOWS', 'LAVERTON', 'SEABROOK']",-37.875066,144.777165,La Porchetta,-37.87399623976739,144.77702541245878,Italian Restaurant
"['ALTONA MEADOWS', 'LAVERTON', 'SEABROOK']",-37.875066,144.777165,Big W,-37.87310997227664,144.7755344508995,Department Store
"['ALTONA MEADOWS', 'LAVERTON', 'SEABROOK']",-37.875066,144.777165,Hungry Jack's,-37.87185803736998,144.7771201562746,Fast Food Restaurant
"['ALTONA MEADOWS', 'LAVERTON', 'SEABROOK']",-37.875066,144.777165,Coles,-37.87358656662453,144.77502147013664,Supermarket
"['ALTONA MEADOWS', 'LAVERTON', 'SEABROOK']",-37.875066,144.777165,Central Square Shopping Centre,-37.873590821977906,144.77502618099624,Shopping Mall
"['ALTONA MEADOWS', 'LAVERTON', 'SEABROOK']",-37.875066,144.777165,Coles Express,-37.87365088715958,144.78558997393284,Convenience Store
"['ALTONA MEADOWS', 'LAVERTON', 'SEABROOK']",-37.875066,144.777165,KFC,-37.871851222451404,144.7765802384986,Fast Food Restaurant
"['ALTONA MEADOWS', 'LAVERTON', 'SEABROOK']",-37.875066,144.777165,PharmaSave,-37.87279118586572,144.7763446802341,Pharmacy
"['ALTONA MEADOWS', 'LAVERTON', 'SEABROOK']",-37.875066,144.777165,Fish Tails,-37.8726683989851,144.77663040161133,Fast Food Restaurant
"['ALTONA MEADOWS', 'LAVERTON', 'SEABROOK']",-37.875066,144.777165,Baker's Kitchen,-37.87266496716371,144.7761676095708,Bakery
"['ALTONA MEADOWS', 'LAVERTON', 'SEABROOK']",-37.875066,144.777165,Michel's Patisserie,-37.872795,144.775782,Bakery
"['CALDER PARK', 'DELAHEY', 'HILLSIDE', 'PLUMPTON', 'SYDENHAM', 'TAYLORS HILL']",-37.715579,144.780474,ROYAL Charcoal Chicken,-37.71037730705523,144.77717780723864,Fried Chicken Joint
"['CALDER PARK', 'DELAHEY', 'HILLSIDE', 'PLUMPTON', 'SYDENHAM', 'TAYLORS HILL']",-37.715579,144.780474,Aqua Gardens,-37.710361,144.777071,Food & Drink Shop
"['CALDER PARK', 'DELAHEY', 'HILLSIDE', 'PLUMPTON', 'SYDENHAM', 'TAYLORS HILL']",-37.715579,144.780474,Lucky 7 Convenience Store,-37.710383,144.7769683599472,Convenience Store
"['CALDER PARK', 'DELAHEY', 'HILLSIDE', 'PLUMPTON', 'SYDENHAM', 'TAYLORS HILL']",-37.715579,144.780474,Priya Indian Restaurant,-37.71046,144.77678,Indian Restaurant
"['CALDER PARK', 'DELAHEY', 'HILLSIDE', 'PLUMPTON', 'SYDENHAM', 'TAYLORS HILL']",-37.715579,144.780474,Wally's Discount Liquor,-37.71029,144.777037,Liquor Store
"['ARDEER', 'DEER PARK EAST']",-37.795937,144.79396100000002,Coles Express,-37.79629169625314,144.7901450657581,Convenience Store
"['ARDEER', 'DEER PARK EAST']",-37.795937,144.79396100000002,Hungry Jack's,-37.79649553847184,144.78986755704668,Fast Food Restaurant
"['ARDEER', 'DEER PARK EAST']",-37.795937,144.79396100000002,Upper Crust Bakeries & Cafe,-37.792003102187266,144.789840723759,Café
"['ARDEER', 'DEER PARK EAST']",-37.795937,144.79396100000002,Glengala Village,-37.79182026227369,144.78944359211587,Shopping Mall
"['ALBANVALE', 'KEALBA', 'KINGS PARK', 'ST ALBANS']",-37.743361,144.796693,Fresh Chilli Deli,-37.74221806613976,144.8007003433493,Bakery
"['ALBANVALE', 'KEALBA', 'KINGS PARK', 'ST ALBANS']",-37.743361,144.796693,Quang Vinh Restaurant,-37.742100294604946,144.80102222768096,Vietnamese Restaurant
"['ALBANVALE', 'KEALBA', 'KINGS PARK', 'ST ALBANS']",-37.743361,144.796693,Song Huong Restaurant,-37.74192479081631,144.8009657962859,Asian Restaurant
"['ALBANVALE', 'KEALBA', 'KINGS PARK', 'ST ALBANS']",-37.743361,144.796693,St Albans SUPA IGA,-37.74441339866757,144.7997964689644,Grocery Store
"['ALBANVALE', 'KEALBA', 'KINGS PARK', 'ST ALBANS']",-37.743361,144.796693,Chemist Warehouse,-37.7444193773642,144.80093971181276,Pharmacy
"['ALBANVALE', 'KEALBA', 'KINGS PARK', 'ST ALBANS']",-37.743361,144.796693,Nando's,-37.744576,144.800681,Portuguese Restaurant
"['ALBANVALE', 'KEALBA', 'KINGS PARK', 'ST ALBANS']",-37.743361,144.796693,Pho Ngon,-37.744171442577816,144.79998500991886,Noodle House
"['ALBANVALE', 'KEALBA', 'KINGS PARK', 'ST ALBANS']",-37.743361,144.796693,Phi Phi Vietname and Chinese Restaurant,-37.74307971606049,144.80048885359867,Restaurant
"['ALBANVALE', 'KEALBA', 'KINGS PARK', 'ST ALBANS']",-37.743361,144.796693,McDonald's,-37.74661809121729,144.80224003910402,Fast Food Restaurant
"['ALBANVALE', 'KEALBA', 'KINGS PARK', 'ST ALBANS']",-37.743361,144.796693,Aroma Cafe Building 4 @ VU,-37.75145092335289,144.79639284033266,Café
"['ALTONA', 'SEAHOLME']",-37.86172,144.812736,Siam Secret,-37.86427,144.81306,Thai Restaurant
"['ALTONA', 'SEAHOLME']",-37.86172,144.812736,Harrington Sqaure,-37.864499718421776,144.8126414118339,Convenience Store
"['ALTONA', 'SEAHOLME']",-37.86172,144.812736,Birdcage,-37.864568,144.813523,Café
"['ALTONA', 'SEAHOLME']",-37.86172,144.812736,Westona Station,-37.86519772373602,144.81396735058527,Train Station
"['ALTONA', 'SEAHOLME']",-37.86172,144.812736,Westend Pallets PTY Ltd.,-37.8561736,144.8059919,Construction & Landscaping
"['ALTONA', 'SEAHOLME']",-37.86172,144.812736,Cafco Services Pty.Ltd.,-37.862143,144.80183,Miscellaneous Shop
"['ALTONA', 'SEAHOLME']",-37.86172,144.812736,Best In The West Pizza,-37.87045132944221,144.81124570968254,Pizza Place
"['ALTONA', 'SEAHOLME']",-37.86172,144.812736,Somers Parade Shops,-37.870467017787384,144.8113477025075,Shopping Mall
"['KEILOR', 'KEILOR NORTH']",-37.705324,144.82246,Calvert's String School,-37.710061,144.820088,Music Venue
"['KEILOR', 'KEILOR NORTH']",-37.705324,144.82246,Taylors Creek,-37.70998423254516,144.81832265853882,Lake
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,Chadz Chickenhaus,-37.777824705378464,144.8351291963511,Filipino Restaurant
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,Gold Leaf Chinese Restaurant,-37.77785107422276,144.83296380801625,Chinese Restaurant
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,Fresh Chilli Deli,-37.78354473387687,144.83231315323997,Bakery
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,found401,-37.77951,144.832856,Café
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,Cố Đô Vietnamese Restaurant,-37.78563893266505,144.83189060514147,Vietnamese Restaurant
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,Pho Hien Saigon,-37.78465035669472,144.83217802794067,Vietnamese Restaurant
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,Diamond Palace,-37.78590278492672,144.83189033846654,Chinese Restaurant
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,Afghan Master Kebab,-37.784865235658565,144.83267768743795,Afghan Restaurant
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,Thuan An Restaurant,-37.78436958255746,144.8321372206866,Vietnamese Restaurant
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,Fun City Entertainment Complex,-37.77605,144.82626,General Entertainment
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,Westend Market Hotel,-37.77193630443402,144.82914468180456,Pub
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,The Granary Cafe,-37.78492,144.83114,Café
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,Sunshine Leisure Centre,-37.78401213441973,144.8348125235192,Gym / Fitness Center
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,JB Hi-Fi,-37.782233141071174,144.83212366246428,Electronics Store
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,Subway,-37.77781,144.83383,Sandwich Place
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,Domino's Pizza,-37.77781,144.83383,Pizza Place
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,7-Eleven,-37.77797394994007,144.83368635177612,Convenience Store
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,Big W,-37.78135272028202,144.8312592437647,Department Store
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,Dimmeys,-37.78225364791345,144.83282266199654,Supermarket
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,Red Rooster,-37.77781723636276,144.83435833393236,Fast Food Restaurant
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,Chemist Warehouse,-37.784050261493405,144.83249986085994,Pharmacy
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,Lazat Malaysian Restaurant,-37.777613197757674,144.83226330909886,Malay Restaurant
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,V. TreViet Restaurant,-37.77601610855004,144.8288493765749,Vietnamese Restaurant
"['ALBION', 'GLENGALA', 'SUNSHINE', 'SUNSHINE NORTH', 'SUNSHINE WEST']",-37.777204,144.829945,Harvey Norman,-37.77615176822083,144.82764795314125,Furniture / Home Store
